Title,Rating,Voting,Duration,Duration (min),Genre
Dange,5.3,,2h 34m,154,Horror
Transformers Prime: Galavatron's Revenge,3.4,,1h 44m,104,Horror
Raju Gari Ammayi Naidu Gari Abbayi,8.2,,2h 38m,158,Horror
Kill Craft,2.4,,1h 39m,99,Horror
24 Hours to D-Day,4.8,,1h 23m,83,Horror
Rebel,3.1,,1h 40m,100,Horror
Thundu,5.0,,2h 5m,125,Horror
The Grey Men,6.4,,1h 37m,97,Horror
Marni: The Story of Wewe Gombel,5.8,,1h 59m,119,Horror
The Wild Blade of Strangers,6.2,,1h 42m,102,Horror
Oru Anveshanathinte Thudakkam,7.1,,3h 1m,181,Horror
Black Storm,6.7,,1h 37m,97,Horror
Dragon Ball Z Kai,8.5,,1h 22m,82,Horror
Bhairadevi,8.7,,2h 14m,134,Horror
The Miranda Brothers,4.4,,1h 39m,99,Horror
Ape X Mecha Ape: New World Order,2.8,,1h 27m,87,Horror
Jithender Reddy,7.9,,2h 16m,136,Horror
Kali,5.1,,1h 36m,96,Horror
Shekko,6.0,,2h,120,Horror
In Tenebras: Into the Darkness,3.3,,1h 30m,90,Horror
Indrani: Epic-1 Dharam vs Karam,7.6,,2h 37m,157,Horror
Dreams,7.6,,1h 46m,106,Horror
Karma,4.1,,1h 51m,111,Horror
Sector 17,5.5,,2h 26m,146,Horror
Gam Gam Ganesha,5.3,,2h 20m,140,Horror
Serra das Almas,5.4,,2h,120,Horror
Devaki Nandana Vasudeva,6.6,,2h 8m,128,Horror
Desperado,5.9,,1h 40m,100,Horror
Athhoi,8.0,,2h 38m,158,Horror
Kadakan,4.0,,2h 8m,128,Horror
Gold Raiders,2.0,,1h 28m,88,Horror
Soodhu Kavvum 2: Naatum Naatu Makkalum,3.7,,2h 9m,129,Horror
Bandaa Singh Chaudhary,6.2,,1h 53m,113,Horror
Texas Twister,2.5,,1h 28m,88,Horror
Captain Avispa,5.8,,1h 36m,96,Horror
Kamen Rider 555 20th: Paradise Regained,5.9,,1h 5m,65,Horror
Death Game,6.3,,1h 28m,88,Horror
Honeko Akabane's Bodyguards,5.9,,1h 57m,117,Horror
Saint Young Men: Holy Men vs Demon Army,3.0,,1h 33m,93,Horror
Bond of Justice: Kizuna Part I - Encounter,6.2,,1h 32m,92,Horror
Hell City,9.1,,1h 30m,90,Horror
Next to Us,4.8,,2h 5m,125,Horror
The Vampire and the Vigilante,3.6,,1h 15m,75,Horror
Rang De Basanti,8.8,,2h 54m,174,Horror
Polar,4.4,,1h 16m,76,Horror
Love You as the World Ends Final,6.3,,1h 55m,115,Horror
The Alexandrian,3.8,,1h 44m,104,Horror
Shadows of Betrayal: Chronicles of Ian Blair,7.3,,1h 5m,65,Horror
Hiranya,5.6,,2h 18m,138,Horror
London Gangsters,4.3,,1h 44m,104,Horror
SCP: The Infinite Mission,6.0,,16+,0,Horror
Too Little Too Late,5.5,,1h 6m,66,Horror
Lisabi: The Uprising,6.1,,1h 47m,107,Horror
Uninvited,6.5,,1h 33m,93,Horror
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,,1h 40m,100,Horror
Fuuto PI: Portrait of Kamen Rider Skull,7.5,,1h 22m,82,Horror
Dark Fusion,8.5,,1h 30m,90,Horror
Neon Fear,5.8,,40m,40,Horror
Reloaded 2,7.7,,45m,45,Horror
The Evil Three,6.6,,30m,30,Horror
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,,1h 56m,116,Horror
Hrashwo Deergha,8.0,,2h 30m,150,Horror
The Slave and the Sorcerer,6.7,,1h 26m,86,Horror
Revenge,1.7,,2h 7m,127,Horror
Gone with the Dead,4.4,,1h 36m,96,Horror
Anchakkallakokkan,6.6,,2h 6m,126,Horror
Megdan: Between Water and Fire,5.4,,1h 46m,106,Horror
Chasing Raine,2.3,,1h 41m,101,Horror
Pottel,8.2,,2h 28m,148,Horror
Marine Drive,9.5,,1h 45m,105,Horror
Exorcism Chronicles: The Beginning,7.1,,1h 25m,85,Horror
Weapon,5.4,,2h,120,Horror
Tariq,6.2,,2h 2m,122,Horror
Sentimentaaal,5.3,,2h 15m,135,Horror
What Happens in Miami,4.3,,1h 30m,90,Horror
Mechanic Rocky,6.5,,2h 36m,156,Horror
Dünya Mali: Eksi Bir,7.2,,2h 13m,133,Horror
Saala,5.7,,2h 10m,130,Horror
Viswam,4.2,,2h 35m,155,Horror
Deadzone,4.1,,1h 20m,80,Horror
Stranded Pearl,6.0,,1h 30m,90,Horror
Bhimaa,5.1,,2h 21m,141,Horror
Bloodline,9.2,,1h 20m,80,Horror
Pranaya Godari,7.8,,2h 28m,148,Horror
Witch Hunter,5.3,,1h 20m,80,Horror
Sacrum Vindictae II,4.5,,1h 54m,114,Horror
Permafrost,5.7,,1h 20m,80,Horror
South Side Hero,5.4,,1h 32m,92,Horror
Yakuza Girl,2.3,,1h 22m,82,Horror
Genis Aile 4: Cevahir & Ulvi,7.0,,1h 30m,90,Horror
Lie Zhan,6.9,,1h 33m,93,Horror
Gravediggers,6.5,,1h 31m,91,Horror
Brattt,4.7,,1h 57m,117,Horror
Second Life,6.7,,1h 45m,105,Horror
Komandir,6.4,,2h 11m,131,Horror
Spider-Man: Final Swing,8.4,,2h 33m,153,Horror
Purushothamudu,7.4,,2h,120,Horror
Major Grom: The Game,6.1,,2h 48m,168,Horror
The Captives,3.5,,1h 13m,73,Horror
Kuang Bao Ju Xi,5.9,,1h 15m,75,Horror
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,,1h 11m,71,Horror
Kamen Rider Gotchard: The Future Daybreak,7.9,,1h 3m,63,Horror
Cholo Zombies,4.6,,1h 36m,96,Horror
Average Student Nani,7.5,,2h 18m,138,Horror
Rob N Roll,6.1,,1h 38m,98,Horror
Usha Parinayam,9.0,,2h 24m,144,Horror
Itutumba ka ng tatay ko,5.3,,1h 49m,109,Horror
Rathnam,5.4,,2h 35m,155,Horror
Emanet,7.9,,1h 37m,97,Horror
Bheema,5.8,,2h 28m,148,Horror
Petta Rap,3.8,,2h 3m,123,Horror
Pariah Volume 1: Every Street Dog Has a Name,6.9,,2h 18m,138,Horror
Dark World,4.9,,2h 15m,135,Horror
The Burden of Nine Lives,4.7,,1h 56m,116,Horror
Pushpaka Vimanam,5.6,,2h 17m,137,Horror
The Worlds Divide,8.1,,2h,120,Horror
Mega Twister,2.5,,1h 15m,75,Horror
Dhaaak,8.6,,2h 8m,128,Horror
Zénithal,5.5,,1h 20m,80,Horror
"Bullets, Brothers and Blood",7.8,,1h 25m,85,Horror
September Babies,5.8,,1h 34m,94,Horror
Death Bitch,7.2,,1h 28m,88,Horror
The Yoshi Movie,7.7,,1h 45m,105,Horror
Angel of the Warrior,8.5,,1h 30m,90,Horror
Kamen Rider Geats: Jyamato Awaking,7.9,,54m,54,Horror
Aho Vikramaarka,7.4,,2h 16m,136,Horror
Villain - Life of a Gangster,8.9,,2h 21m,141,Horror
Warning 2,7.1,,2h 5m,125,Horror
Holy Punch,5.2,,1h 38m,98,Horror
Iddaru,8.8,,2h 28m,148,Horror
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,,1h 15m,75,Horror
The Escapee 3: The Final Escape,2.6,,1h 23m,83,Horror
Pungut,6.9,,1h 40m,100,Horror
Hain,2.9,,1h 35m,95,Horror
Rode College,6.6,,2h 48m,168,Horror
Roxana,3.8,,1h 38m,98,Horror
Neo-Dome,6.7,,15m,15,Horror
Artist Unknown,8.7,,1h 22m,82,Horror
Naa Saami Ranga,4.5,,2h 30m,150,Horror
GATAO: Like Father Like Son,6.8,,1h 40m,100,Horror
Special Needs Revolt!,9.0,,1h 53m,113,Horror
Inanimate Insanity II: The Movie,8.4,,1h 46m,106,Horror
Rocky and Bullwinkle,9.2,,1h 40m,100,Horror
Crypto Storm,4.8,,1h 41m,101,Horror
Raktaksha,8.0,,1h 58m,118,Horror
Raanti,6.6,,1h 55m,115,Horror
Election,5.8,,2h,120,Horror
Chaari 111,4.8,,2h 10m,130,Horror
Hakkenden,5.8,,2h 29m,149,Horror
Dr. Jason II - Lights & Shadows,4.9,,1h 2m,62,Horror
Played,6.2,,1h 36m,96,Horror
Naag Bhoomi,5.7,,2h 10m,130,Horror
Thankamani,4.6,,2h 36m,156,Horror
Breaking Tradition,6.9,,1h 27m,87,Horror
Thiragabadara Saami,6.4,,1h 55m,115,Horror
Abudeka Is Back,5.3,,2h,120,Horror
Abnormal: Buas,5.6,,1h 30m,90,Horror
Krishnamma,6.2,,2h 18m,138,Horror
"Silex and the City, le film",4.9,,1h 17m,77,Horror
Slide or Die the Movie,9.2,,2h 7m,127,Horror
Appu,8.6,,1h 32m,92,Horror
Hide and Seek,8.0,,2h 10m,130,Horror
Killer Ex,3.9,,1h 34m,94,Horror
Nenu Keerthana,8.9,,2h 35m,155,Horror
Haraa,5.3,,2h 16m,136,Horror
Mother Mafia,3.2,,1h 20m,80,Horror
Shri Swapankumarer Badami Hyenar Kobole,5.6,,2h 26m,146,Horror
Anthima Theerpu,7.0,,2h 13m,133,Horror
Charlotte Link - Ohne Schuld,5.5,,1h 29m,89,Horror
Sarangadhariya,8.4,,2h 30m,150,Horror
Blocking the Horse,5.8,,1h 34m,94,Horror
Nothing Unusual,8.9,,1h 32m,92,Horror
The Mystery of Humanoid Puppet,6.7,,1h 28m,88,Horror
Mobile Suit Gundam: Silver Phantom,6.1,,1h 30m,90,Horror
Nasha Jurm Aur Gangsters,6.6,,2h 17m,137,Horror
The SML YTP Movie 2: Dimension Trouble,8.3,,1h 34m,94,Horror
Happy Dragons,4.9,,1h 37m,97,Horror
Surge of Power: Where There's Smoke,6.5,,1h 8m,68,Horror
Joshua: Imai Pol Kaka,4.5,,2h 10m,130,Horror
Ajay Gadu,6.9,,1h 48m,108,Horror
Di Renjie: Tongtian xuan an,7.2,,1h 25m,85,Horror
Rock 'n' Roll Ringo,6.3,,1h 41m,101,Horror
Reeza GTR,7.4,,1h 31m,91,Horror
Snowstorm,4.5,,1h 31m,91,Horror
Cândido,6.3,,1h 39m,99,Horror
Chhota Bheem and the Curse of Damyaan,4.8,,2h 25m,145,Horror
Fights Break Sphere 3,4.7,,1h 21m,81,Horror
Supplier Shankara,9.3,,2h 43m,163,Horror
Shockwaves 2,2.8,,1h 19m,79,Horror
Wilhelm Gustloff,8.7,,1h 50m,110,Horror
Chinatown Chacha,5.1,,1h 43m,103,Horror
Surrender,7.8,,2h 29m,149,Horror
Bullet,9.0,,2h 11m,131,Horror
E-mail,5.4,,1h 59m,119,Horror
Kill the Children first,7.8,,1h 46m,106,Horror
Inkabi,4.7,,1h 41m,101,Horror
Joy Hanu Man,8.9,,2h 23m,143,Horror
The Bodyguard,6.6,,1h 27m,87,Horror
Bloodlust,8.2,,1h 37m,97,Horror
Lorry Chapter-1,5.7,,3h 3m,183,Horror
Joachim and the Apocalypse,7.2,,1h 30m,90,Horror
Operation Star,7.7,,1h 42m,102,Horror
El Duro,5.0,,1h 30m,90,Horror
Mercy Killing,8.7,,2h 11m,131,Horror
Dangerous Boys 2,5.1,,1h 55m,115,Horror
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,,50m,50,Horror
Operation Wakaliga: Fate and Blood,6.7,,1h 6m,66,Horror
Zoloto Umalty,4.9,,1h 49m,109,Horror
Yao Shen Ling,6.7,,1h 33m,93,Horror
Ugravatara,7.9,,2h 2m,122,Horror
Hope & Glory,6.6,,44m,44,Horror
Kiyma: Orman Kanunlari,4.5,,1h 21m,81,Horror
Jigar,7.1,,2h 2m,122,Horror
Jurassic Exorcist,3.8,,1h 16m,76,Horror
The Dragon's Tomb,6.8,,1h 17m,77,Horror
Codename: Devil,5.4,,1h 44m,104,Horror
Zhi Bao,5.7,,1h 40m,100,Horror
Halloween: Mal Eterno,8.2,,50m,50,Horror
Kreem,6.8,,1h 55m,115,Horror
Opportunity,8.9,,1h 36m,96,Horror
Kohinoor,8.1,,1h 59m,119,Horror
Framed,4.9,,Not Rated,0,Horror
Vey Dharuvey,6.4,,2h 7m,127,Horror
Mirg,6.1,,1h 23m,83,Horror
The Very Last Christmas,8.5,,1h 15m,75,Horror
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,,1h 39m,99,Horror
Inherited,9.5,,1h 16m,76,Horror
The Drunken Prodigy,5.7,,1h 47m,107,Horror
The Delegator,4.2,,1h 36m,96,Horror
Skhvatka,5.2,,1h 47m,107,Horror
Inexternal,3.2,,1h 23m,83,Horror
The Journey of Flower,3.9,,1h 37m,97,Horror
The Correct Way of Youth,9.3,,1h 30m,90,Horror
Achilles Curse and the Curse of Treasure,7.4,,2h 5m,125,Horror
Hocus Focus,7.9,,1h 25m,85,Horror
Dhil Raja,9.4,,1h 46m,106,Horror
Raja 420,6.1,,1h 21m,81,Horror
The Bottom Line,6.5,,1h 47m,107,Horror
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,,26m,26,Horror
Combat Code: Hunt,7.4,,1h 16m,76,Horror
Big Brother,8.5,,1h 55m,115,Horror
Kaveri,6.8,,1h 41m,101,Horror
Common Creed: Trafficking,6.7,,1h 46m,106,Horror
Give Me Babies,6.7,,23m,23,Horror
Agent 86,6.7,,1h 27m,87,Horror
Gull Lake Vice II: The Delusion Continues,8.2,,58m,58,Horror
Usire Usire,7.5,,2h 31m,151,Horror
Janna Endoro,8.1,,2h,120,Horror
Dead Hand,4.1,,1h 32m,92,Horror
Firework,6.2,,1h,60,Horror
Day of the Diesels,7.7,,1h 40m,100,Horror
Kaale Angrej,5.5,,2h 11m,131,Horror
Break War,2.4,,1h 26m,86,Horror
Klaantha,6.2,,1h 47m,107,Horror
Mavr,7.5,,1h 23m,83,Horror
Premalo,7.3,,2h 8m,128,Horror
Dheera,7.9,,2h 3m,123,Horror
Mr. Natwarlal,6.4,,2h 10m,130,Horror
Me and the Dragon's Daughter,5.2,,1h 15m,75,Horror
Heavens: The Boy and His Robot,6.3,,1h 38m,98,Horror
Max Beyond,6.6,,1h 33m,93,Horror
Gally Gang Stars,9.0,,2h 37m,157,Horror
Rudra: The Beginning,9.4,,2h 15m,135,Horror
Seetha Kalyana Vaibhogame,8.6,,2h 26m,146,Horror
Rooban,6.5,,2h 5m,125,Horror
Sathyam,7.3,,2h 14m,134,Horror
Vorovka,4.8,,1h 30m,90,Horror
Death Game,5.2,,1h 27m,87,Horror
Kade,6.7,,1h 32m,92,Horror
Atu Nuvve Itu Nuvve,6.5,,2h 3m,123,Horror
Lolipop Gang,3.6,,1h 30m,90,Horror
Useful Idiots,8.3,,1h 32m,92,Horror
The Deal,8.5,,2h 10m,130,Horror
Re Xue Ran Shao,4.2,,1h 53m,113,Horror
Opasni shmatki,5.2,,1h 32m,92,Horror
Vi possiamo salvare,2.7,,1h 29m,89,Horror
Seven Heroes Beat the Monster,6.8,,1h 29m,89,Horror
Jiwa 8 Belas,5.0,,1h 26m,86,Horror
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,,1h 49m,109,Horror
Riddle of the Shadow Lotus,6.3,,1h 32m,92,Horror
AK47,7.2,,2h 26m,146,Horror
Battling to Survive,7.0,,1h 14m,74,Horror
Guxim,7.7,,1h 15m,75,Horror
Leha,2.3,,1h 38m,98,Horror
Guns Blazin,7.1,,1h 28m,88,Horror
The ShortCut,7.7,,2h 18m,138,Horror
SMB-plush presents trick or death,8.8,,2h,120,Horror
La Tamalera,8.2,,1h 55m,115,Horror
Roudhra Rupaya,7.6,,2h 12m,132,Horror
Dirty Fellow,6.8,,1h 59m,119,Horror
Dheera Bhagat Roy,8.6,,2h 30m,150,Horror
Tranquility: Ghost Stories,7.6,,1h 28m,88,Horror
Blood Vendetta,7.7,,1h 30m,90,Horror
The Winter Prophecy,7.9,,52m,52,Horror
Three Old Captors,7.0,,1h 34m,94,Horror
Oversteer,5.2,,1h 26m,86,Horror
A Reel Heist,5.2,,1h 56m,116,Horror
StarGazer: The Need of the Many,5.0,,47m,47,Horror
No Man Standing,8.6,,1h 33m,93,Horror
Kallu Compound 1995,8.0,,2h 20m,140,Horror
Yentha Panichesav Chanti,9.5,,2h 15m,135,Horror
Urban Vengeance,4.8,,1h 19m,79,Horror
Travesty,6.4,,1h 18m,78,Horror
Kyle and the Last Emerald 2,8.4,,15m,15,Horror
Krapiva: Tsvetok smerti,6.1,,1h 21m,81,Horror
Best Cop Ever,4.3,,2h 2m,122,Horror
Daanvi,1.7,,1h 57m,117,Horror
The Mirage,8.9,,1h 46m,106,Horror
War with the Evil,6.3,,1h 25m,85,Horror
Passazhiry,4.5,,1h 20m,80,Horror
The Domino File,4.7,,1h 42m,102,Horror
Cholay,8.6,,1h,60,Horror
Isle: Alpha One,8.4,,1h 37m,97,Horror
Out of the Shadow,6.5,,1h 29m,89,Horror
"La Protegida, La Película",9.3,,1h 7m,67,Horror
Pithala Maathi,7.6,,2h 20m,140,Horror
Bad Ass Sista,6.9,,1h 20m,80,Horror
PW V: Tears of the Fallen,8.2,,1h,60,Horror
Full Clip for a Snitch,3.9,,1h 15m,75,Horror
S-99,8.7,,1h 59m,119,Horror
El Junior Del Patron,7.4,,1h 32m,92,Horror
Xiao zi,3.5,,1h 41m,101,Horror
Drunken Swordsman,6.7,,1h 31m,91,Horror
Sehnsucht nach Firdaws,8.5,,1h 43m,103,Horror
Los Hijos De Camelia y Emilio,6.4,,1h 22m,82,Horror
Sesh Bazi,6.2,,2h 12m,132,Horror
The End of Hen,9.8,,1h 7m,67,Horror
Po du xing dong,6.8,,1h 19m,79,Horror
Speed Fight,6.8,,1h 27m,87,Horror
The Overseas Killer,6.4,,1h 44m,104,Horror
The Kills,8.8,,1h 10m,70,Horror
Jimmy's Friends,7.0,,1h 34m,94,Horror
El Cartel De Teresa,8.0,,1h 36m,96,Horror
The Vent,8.9,,3m,3,Horror
Kyle and the Last Emerald,5.5,,20m,20,Horror
Captain Superb and the Angel of Destiny,3.3,,2h,120,Horror
Faster: Only one lap,6.9,,1h 30m,90,Horror
Mahserin Üç Delisi,5.9,,1h 18m,78,Horror
Lealtad o Morir,8.2,,1h 27m,87,Horror
Siete Vidas - El Levanton,9.6,,45m,45,Horror
Las Hermanas Del Cartel,8.2,,1h 31m,91,Horror
Piri Reis: The Incredible Chart,6.9,,2h 18m,138,Horror
Duelo De Capos,6.3,,1h 23m,83,Horror
Luna de Hiel,5.8,,1h 23m,83,Horror
Bring Back the Colour,6.4,,47m,47,Horror
Spider-Man: Dimension Rift,8.4,,2h 7m,127,Horror
Zen Fist,7.2,,45m,45,Horror
Killer Lee,1.9,,1h 27m,87,Horror
Mandya Haida,6.2,,2h 19m,139,Horror
Action of Intelligenagency,6.7,,1h 25m,85,Horror
Anger,8.8,,1h 23m,83,Horror
Gadha17,8.0,,1h 30m,90,Horror
Runnin' from Wolves,7.2,,2h 13m,133,Horror
Bush Knife,7.0,,1h 30m,90,Horror
Whispers of the Imperial City,6.8,,1h 30m,90,Horror
Jefa De Jefas,8.2,,1h 22m,82,Horror
